,Temperature_Max,Temperature_Avg,Temperature_Min,Dew_Point_Max,Dew_Point_Avg,Dew_Point_Min,Humidity_Max,Humidity_Avg,Humidity_Min,Wind_speed_Max,Wind_speed_Avg,Wind_speed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,date
1,43,38,33,36,31,26,93,-,45,14,-,0,29.99,-,29.78,2013-12-2
2,51,44,37,49,43,35,96,-,85,14,-,6,29.77,-,29.68,2013-12-3
3,57,50,42,54,49,36,100,-,74,25,-,6,29.75,-,29.52,2013-12-4
4,42,32,22,34,19,9,82,-,45,25,-,10,30.29,-,29.7,2013-12-5
5,22,18,14,10,8,2,68,-,38,14,-,7,30.6,-,30.28,2013-12-6
6,21,15,9,6,2,-1,73,-,26,14,-,0,30.75,-,30.6,2013-12-7
7,26,21,16,23,17,3,93,-,42,20,-,0,30.63,-,29.94,2013-12-8
8,26,15,3,22,9,-6,85,-,46,28,-,8,30.3,-,29.97,2013-12-9
9,22,12,1,10,3,-6,76,-,41,26,-,6,30.35,-,30.09,2013-12-10
10,21,12,2,14,7,-8,88,-,39,17,-,4,30.63,-,30.27,2013-12-11
11,20,9,-3,11,2,-9,75,-,46,23,-,5,30.61,-,30.26,2013-12-12
12,31,23,15,27,18,10,93,-,55,12,-,0,30.25,-,30.11,2013-12-13
13,30,27,23,28,26,19,96,-,74,16,-,7,30.13,-,29.89,2013-12-14
14,24,18,12,18,8,3,86,-,54,23,-,6,30.17,-,29.94,2013-12-15
15,22,17,12,18,11,0,93,-,51,14,-,0,30.21,-,30.01,2013-12-16
16,33,25,16,25,19,12,92,-,51,21,-,9,30.13,-,29.95,2013-12-17
17,34,25,16,27,16,10,81,-,33,21,-,6,30.21,-,29.87,2013-12-18
18,43,39,34,37,33,28,100,-,67,13,-,0,29.95,-,29.81,2013-12-19
19,37,36,34,37,35,33,100,-,89,14,-,0,29.83,-,29.72,2013-12-20
20,36,34,32,36,33,30,100,-,90,28,-,0,29.87,-,29.63,2013-12-21
21,35,31,26,34,29,19,100,-,74,21,-,6,30.15,-,29.59,2013-12-22
22,27,14,0,22,9,-7,86,-,54,22,-,7,30.53,-,30.13,2013-12-23
23,19,9,-1,12,1,-7,81,-,45,16,-,5,30.62,-,30.42,2013-12-24
24,27,23,19,25,20,10,93,-,53,18,-,7,30.39,-,30.1,2013-12-25
25,36,26,15,29,18,9,80,-,59,20,-,6,30.34,-,30.1,2013-12-26
26,44,35,26,31,29,26,92,-,43,21,-,4,30.32,-,30.11,2013-12-27
27,51,43,34,35,32,30,85,-,40,18,-,6,30.11,-,29.86,2013-12-28
28,39,26,12,30,21,3,93,-,59,24,-,5,30.23,-,29.79,2013-12-29
29,15,9,3,7,2,-4,85,-,29,15,-,4,30.39,-,30.19,2013-12-30
30,14,9,4,10,6,-2,86,-,60,16,-,0,30.41,-,30.25,2013-12-31
0,24,19,14,19,17,10,93,-,69,21,-,6,30.34,-,30.15,2014-1-1
1,22,14,5,18,12,-4,93,-,57,23,-,10,30.46,-,30.09,2014-1-2
2,20,9,-2,12,1,-7,83,-,52,25,-,4,30.5,-,29.98,2014-1-3
3,33,27,20,30,24,12,100,-,56,25,-,0,30.02,-,29.85,2014-1-4
4,31,15,-1,28,13,-11,93,-,56,30,-,7,30.09,-,29.9,2014-1-5
5,-1,-8,-15,-14,-20,-24,71,-,47,29,-,14,30.36,-,30.09,2014-1-6
6,5,-3,-11,-1,-10,-17,80,-,45,18,-,0,30.42,-,30.34,2014-1-7
7,15,7,-2,3,-1,-4,91,-,38,7,-,0,30.58,-,30.37,2014-1-8
8,29,16,2,27,14,-2,93,-,67,13,-,0,30.59,-,30.18,2014-1-9
9,42,36,29,42,34,28,100,-,92,20,-,5,30.18,-,29.54,2014-1-10
10,41,36,31,41,33,26,100,-,67,22,-,7,29.81,-,29.42,2014-1-11
11,44,37,29,32,28,25,89,-,54,24,-,10,29.92,-,29.62,2014-1-12
12,47,38,28,35,31,24,82,-,49,23,-,7,29.81,-,29.57,2014-1-13
13,35,29,22,32,23,16,92,-,52,32,-,4,29.91,-,29.62,2014-1-14
14,22,19,16,18,10,8,85,-,56,18,-,6,30.13,-,29.92,2014-1-15
15,35,28,20,32,22,10,93,-,41,26,-,8,29.87,-,29.49,2014-1-16
16,21,17,13,12,8,4,81,-,51,17,-,8,30.03,-,29.75,2014-1-17
17,21,16,11,18,14,6,93,-,67,14,-,0,29.99,-,29.74,2014-1-18
18,39,25,11,29,19,8,92,-,59,26,-,6,29.91,-,29.57,2014-1-19
19,37,29,20,28,24,16,93,-,65,24,-,0,30.06,-,29.63,2014-1-20
20,20,11,1,10,0,-6,92,-,35,26,-,5,30.33,-,30.06,2014-1-21
21,15,8,1,9,1,-10,79,-,46,25,-,5,30.25,-,29.88,2014-1-22
22,11,4,-3,-2,-8,-12,69,-,41,22,-,8,30.67,-,30.27,2014-1-23
23,28,11,-6,24,7,-12,89,-,40,32,-,9,30.59,-,29.51,2014-1-24
24,33,20,7,30,11,-6,93,-,27,33,-,6,29.92,-,29.39,2014-1-25
25,32,19,6,25,11,-4,86,-,46,32,-,6,29.86,-,29.4,2014-1-26
26,6,0,-7,-3,-13,-17,67,-,40,26,-,6,30.51,-,29.92,2014-1-27
27,4,-3,-11,-5,-12,-17,78,-,41,18,-,6,30.53,-,30.32,2014-1-28
28,22,12,1,7,0,-6,72,-,28,21,-,6,30.3,-,30.06,2014-1-29
29,33,26,19,27,18,7,93,-,44,32,-,12,30.04,-,29.69,2014-1-30
30,28,24,19,21,15,9,93,-,50,13,-,0,30.2,-,29.97,2014-1-31
0,32,28,23,29,25,20,100,-,78,14,-,5,30.12,-,29.84,2014-2-1
1,23,15,7,18,9,3,83,-,40,15,-,0,30.37,-,30.14,2014-2-2
2,22,12,1,4,2,-3,88,-,27,10,-,0,30.45,-,30.36,2014-2-3
3,25,18,10,20,14,3,93,-,46,22,-,0,30.47,-,30.09,2014-2-4
4,25,17,9,23,17,6,93,-,63,25,-,4,30.48,-,30,2014-2-5
5,12,6,-1,6,-3,-8,85,-,45,20,-,7,30.52,-,30.4,2014-2-6
6,11,4,-3,0,-4,-8,79,-,38,21,-,7,30.48,-,30.41,2014-2-7
7,17,12,6,13,8,0,88,-,61,10,-,0,30.4,-,30.13,2014-2-8
8,20,14,7,13,7,0,88,-,46,16,-,5,30.35,-,30.12,2014-2-9
9,13,6,-2,-2,-6,-9,73,-,28,15,-,5,30.56,-,30.35,2014-2-10
10,15,6,-4,0,-4,-8,79,-,36,10,-,4,30.6,-,30.45,2014-2-11
11,23,13,2,9,4,-2,84,-,38,12,-,0,30.44,-,30.07,2014-2-12
12,30,23,15,27,14,6,78,-,35,18,-,5,30.06,-,29.52,2014-2-13
13,22,18,13,14,9,6,77,-,49,18,-,5,30,-,29.65,2014-2-14
14,24,15,6,14,8,1,86,-,53,14,-,0,30.15,-,29.96,2014-2-15
15,28,23,18,18,15,14,88,-,48,17,-,6,30.32,-,29.95,2014-2-16
16,29,26,22,25,20,16,96,-,65,22,-,0,30.3,-,29.68,2014-2-17
17,45,34,23,30,26,21,88,-,41,24,-,0,29.99,-,29.66,2014-2-18
18,45,39,32,30,28,25,82,-,34,15,-,5,30.01,-,29.67,2014-2-19
19,51,43,35,52,37,29,100,-,71,44,-,0,29.94,-,29.23,2014-2-20
20,37,33,28,30,21,8,87,-,34,39,-,9,29.87,-,29.4,2014-2-21
21,35,29,23,17,13,11,63,-,32,17,-,8,30.09,-,29.88,2014-2-22
22,29,23,16,11,7,4,62,-,32,21,-,7,30.28,-,30.1,2014-2-23
23,25,19,13,9,6,4,71,-,32,21,-,7,30.32,-,30.26,2014-2-24
24,24,16,7,10,4,-4,68,-,35,17,-,7,30.29,-,30.19,2014-2-25
25,19,10,1,6,-3,-7,66,-,29,28,-,9,30.3,-,29.67,2014-2-26
26,19,13,6,6,-8,-16,74,-,14,29,-,4,30.27,-,29.71,2014-2-27
27,32,19,6,16,5,-10,70,-,32,18,-,0,30.28,-,30.04,2014-2-28
0,32,22,12,27,14,8,92,-,45,17,-,0,30.38,-,30.03,2014-3-1
1,16,11,5,8,1,-13,85,-,27,17,-,9,30.5,-,30.32,2014-3-2
2,20,11,1,7,0,-13,80,-,35,16,-,0,30.57,-,30.42,2014-3-3
3,27,20,12,12,6,1,67,-,30,12,-,4,30.43,-,30.23,2014-3-4
4,24,22,20,18,16,13,93,-,57,17,-,7,30.48,-,30.27,2014-3-5
5,32,24,16,18,14,8,74,-,46,12,-,0,30.47,-,30.13,2014-3-6
6,46,33,20,33,24,15,85,-,34,16,-,0,30.12,-,29.91,2014-3-7
7,39,31,23,33,24,19,92,-,66,22,-,0,30.3,-,30,2014-3-8
8,42,32,21,33,25,18,92,-,51,22,-,4,30.29,-,29.81,2014-3-9
9,54,48,41,39,35,32,82,-,43,21,-,4,29.81,-,29.67,2014-3-10
10,51,42,33,39,34,31,93,-,48,26,-,0,29.78,-,29.66,2014-3-11
11,34,26,18,33,22,9,100,-,46,30,-,5,30.16,-,29.68,2014-3-12
12,39,26,14,33,19,7,89,-,46,18,-,0,30.2,-,29.88,2014-3-13
13,54,46,38,37,32,29,79,-,36,29,-,10,29.87,-,29.61,2014-3-14
14,40,34,28,31,26,22,93,-,44,24,-,7,30.29,-,29.87,2014-3-15
15,29,24,19,22,13,9,75,-,41,30,-,12,30.41,-,30.21,2014-3-16
16,39,30,20,26,14,4,79,-,25,14,-,5,30.19,-,29.85,2014-3-17
